text,text_id,targets,spans,target_sentiments,categories,category_sentiments
"My husband and I thougt it would be great to go to the Jekyll and Hyde Pub for our anniversary, and to our surprise it was fantastic.",1293334:1,['Jekyll and Hyde Pub'],"[[55, 74]]",,,
"The have over 100 different beers to offer thier guest so that made my husband very happy and the food was delicious, if I must recommend a dish it must be the pumkin tortelini.",1293334:2,"['beers', 'food', 'pumkin tortelini']","[[28, 33], [98, 102], [160, 176]]",,,
The entertainment was great they have shows that go on through out the dinner.,1293334:3,[],[],,,
"Please take my advice, go and try this place.",1293334:4,['place'],"[[39, 44]]",,,
Its located in greenewich village.,1293334:5,,,,,
You will not be disapointed at all.,1293334:6,[],[],,,
Our first time in New York and we had to try a New York Bagel.,1297844:0,,,,,
We were not dissappointed in the least bit by this little gem.,1297844:1,[],[],,,
The bagel was huge.,1297844:2,['bagel'],"[[4, 9]]",,,
They were served warm and had a soft fluffy interior.,1297844:3,[],[],,,
The workers there also absolutely load the bagel with cream cheese (gets a little messy).,1297844:4,['bagel'],"[[43, 48]]",,,
I loved it and would HIGHLY RECOMMEND.,1297844:5,[],[],,,
This was my frist time at Cafe St. Bart's and I must say how delicous the food and the service was.,1300636:0,"['food', 'service']","[[74, 78], [87, 94]]",,,
"When I called this morning, I didn't think I would be able to get in at 12, but I was able to get in, along with four other guests.",1300636:1,,,,,
I have to highly recommend the lobster roll - not to much mayo; you can tell it was a fresh lobster.,1300636:2,"['lobster roll', 'lobster']","[[31, 43], [92, 99]]",,,
"Other guests enjoyed pizza, santa fe chopped salad and fish and chips.",1300636:3,"['pizza', 'santa fe chopped salad', 'fish and chips']","[[21, 26], [28, 50], [55, 69]]",,,
"I highly recommend Cafe St. Bart's for their food, the ambience and wonderful service.",1300636:4,"['food', 'ambience', 'service']","[[45, 49], [55, 63], [78, 85]]",,,
All the staff is absolutely professional!! ,1303888:0,['staff'],"[[8, 13]]",,,
I sometimes see the waiters don't have enough knowledge of their dishes.,1303888:1,,,,,
But they do.,1303888:2,[],[],,,
"(that is A MUST, but not every restaurant can do...) ",1303888:3,[],[],,,
"If you want to dine with large party, I recommend to make reservation BASEMENT.",1303888:4,,,,,
"There's nice and quiet, small but enough for 6 (or more).",1303888:5,[],[],,,
This restaurant was way overhyped.,1303984:0,['restaurant'],"[[5, 15]]",,,
My chow fun and chow see was really bland and oily.,1303984:1,['chow fun and chow see'],"[[3, 24]]",,,
Okay-i don't mind the oily part (cause most are cooked that way) but it was way too bland.,1303984:2,[],[],,,
The scallion pancakes and fried dumplings were nothing out of the ordinary.,1303984:3,"['scallion pancakes', 'fried dumplings']","[[4, 21], [26, 41]]",,,
The service was the only thing good about this restaurant.,1308557:0,"['service', 'restaurant']","[[4, 11], [47, 57]]",,,
"It's boring on the inside, and our sushi was pretty below average... the tuna was soggy and the other rolls had no flavor.",1308557:1,"['sushi', 'tuna', 'rolls']","[[35, 40], [73, 77], [102, 107]]",,,
I definitely wouldn't go back.,1308557:2,[],[],,,
There are many Thai places in the city but so far Toons is #1.,1310217:0,,,,,
Their pad penang is delicious and everything else is fantastic.,1310217:1,['pad penang'],"[[6, 16]]",,,
The price is reasonable although the service is poor.,1310217:2,['service'],"[[37, 44]]",,,
fresh restaurant was amazing........ food was delicious and of course fresh.,1318537:0,"['fresh restaurant', 'food']","[[0, 16], [37, 41]]",,,
"great for a romantic evening, or a fun evening with friends...",1318537:1,[],[],,,
I will be going back very soon.,1318537:2,[],[],,,
keep up the good work.,1318537:3,[],[],,,
Hats off to the chef.,1318537:4,['chef'],"[[16, 20]]",,,
"I am not the most experienced person when it comes to Thai food, but my friend who took me there is.",1328078:0,,,,,
He has visited Thailand and is quite expert on the cuisine.,1328078:1,,,,,
It was wonderful.,1328078:2,[],[],,,
"the salads are delicious, both refreshing and very spicy.",1328078:3,['salads'],"[[4, 10]]",,,
We had Pam's special fried fish and it was amazing.,1328078:4,"[""Pam's special fried fish""]","[[7, 31]]",,,
too large for just two people but nothing was left.,1328078:5,[],[],,,
Unbelievable.,1328078:6,,,,,
Had a late night dinner on a Saturday night.,1335154:0,,,,,
"Great vibe, lots of people.",1335154:1,['vibe'],"[[6, 10]]",,,
"My husband and I both ordered the Steak, medium.",1335154:2,,,,,
"My husbands was perfect, my was well done and dry.",1335154:3,[],[],,,
"I didn't complain, I liked the atmosphere so much.",1335154:4,['atmosphere'],"[[31, 41]]",,,
Will give it another chance before I write it off.,1335154:5,,,,,
Visited there while on vacation and reading the reviews.,1335656:0,,,,,
On a hot day it was fabulous to stop in and enjoy lunch.,1335656:1,[],[],,,
"Ambience is so cute and quaint, good for business although we were there on vacation.",1335656:2,['Ambience'],"[[0, 8]]",,,
Salads were fantastic.,1335656:3,['Salads'],"[[0, 6]]",,,
Although we were looking for regular lettuce and some walnuts the salads we got were great.,1335656:4,['salads'],"[[66, 72]]",,,
Ingredients are organic which is a real plus for me.,1335656:5,['Ingredients'],"[[0, 11]]",,,
We will be back.,1335656:6,[],[],,,
"This is some really good, inexpensive sushi.",1338124:0,['sushi'],"[[38, 43]]",,,
"It costs $2 extra to turn a regular roll into an inside-out roll, but the roll more than triples in size, and that's not just from the rice.",1338124:1,,,,,
The spicy Tuna roll is huge and probably the best that I've had at this price range.,1338124:2,['spicy Tuna roll'],"[[4, 19]]",,,
The Yellowtail was particularly good as well.,1338124:3,['Yellowtail'],"[[4, 14]]",,,
"I have reservations about the all you can eat deal, however -- the choices are fairly limited and you can probably order more food than you can eat for less than $18 by just going off the menu.",1338124:4,['all you can eat deal'],"[[30, 50]]",,,
"In any event, this is a place I'll be sure to stop by again when I'm in this part of town.",1338124:5,['place'],"[[24, 29]]",,,
Big Wong gets big Ups for a fine establishment.,1340075:0,['Big Wong'],"[[0, 8]]",,,
"They have it all -- great price, food, and service.",1340075:1,"['food', 'service']","[[33, 37], [43, 50]]",,,
The atmosphere is noisy and the waiters are literally walking around doing things as fast as they can.,1340075:2,"['atmosphere', 'waiters']","[[4, 14], [32, 39]]",,,
The food is prepared quickly and efficiently.,1340075:3,[],[],,,
"And it all comes at a very reasonable price (congee, noodles, and rice dishes are no more than $3-6 each).",1340075:4,"['congee', 'noodles', 'rice dishes']","[[45, 51], [53, 60], [66, 77]]",,,
The takeout is great too since they give high quality tupperware as well.,1340075:5,['takeout'],"[[4, 11]]",,,
This place is always very crowded and popular.,1340075:6,['place'],"[[5, 10]]",,,
Went here on a friend's reccomendation.,1341354:0,,,,,
Enjoyed a very nice Caesar Salad while my wife had arugula and goat cheese....both very tasty.,1341354:1,"['Caesar Salad', 'arugula and goat cheese']","[[20, 32], [51, 74]]",,,
We both opted for a pasta dish and they were served timely and fresh.,1341354:2,['pasta dish'],"[[20, 30]]",,,
"We concluded with tiramisu chocolate cake, both were delicious.",1341354:3,"['tiramisu', 'chocolate cake']","[[18, 26], [27, 41]]",,,
We'd go back again,1341354:4,[],[],,,
I recently went to this restaurant with some co-workers for lunch and had an amazing time.,1347423:0,['restaurant'],"[[24, 34]]",,,
"The staff was accomodating, the food was absolutely delicious and the place is lovely.",1347423:1,"['staff', 'food', 'place']","[[4, 9], [32, 36], [70, 75]]",,,
We even had a visit from the Manager who wanted to make sure we were enjoying ourselves.,1347423:2,['Manager'],"[[29, 36]]",,,
"Yes, the prices are high, but I felt it was worth it.",1347423:3,[],[],,,
We all felt it was worth it.,1347423:4,[],[],,,
sometimes i get good food and ok service.,1349391:0,"['food', 'service']","[[21, 25], [33, 40]]",,,
"sometimes i get bad food and bad service, sometimes i get good good and bad service.",1349391:1,"['food', 'service', 'good', 'service']","[[20, 24], [33, 40], [63, 67], [76, 83]]",,,
it is not consistent.,1349391:2,[],[],,,
really depends on your luck!,1349391:3,,,,,
The place is a BISTRO which means: simple dishes and wine served efficiently in a bustling atmosphere.,1352948:0,"['dishes', 'wine', 'atmosphere']","[[42, 48], [53, 57], [91, 101]]",,,
And where does Patis go wrong; no where. ,1352948:1,['Patis'],"[[15, 20]]",,,
"You are not eating haut cuisine with subtle hints of whatever but: Cassuolet, Steake Fritte, Tripe Stew, etc; simple stuff.",1352948:2,[],[],,,
And evaluated on those terms Pastis is simply wonderful.,1352948:3,['Pastis'],"[[29, 35]]",,,
Right off the L in Brooklyn this is a nice cozy place with good pizza.,1353599:0,"['place', 'pizza']","[[48, 53], [64, 69]]",,,
Mine was a little burnt but still delicious with goat cheese and panchetta (raddichio was kind of bitter though).,1353599:1,['raddichio'],"[[76, 85]]",,,
My friend got the mushroom pizza which tasted better.,1353599:2,['mushroom pizza'],"[[18, 32]]",,,
The sangria was pretty tasty and good on a hot muggy day.,1353599:3,['sangria'],"[[4, 11]]",,,
Kind of a small place but I guess if they are not too busy might be able to fit a group or kids.,1353599:4,['place'],"[[16, 21]]",,,
Overall I would recommend it and go back again.,1353599:5,[],[],,,
Coming from Boston this place is like Emma's Pizza in Kendall Square in Cambridge (although they have more funky toppings!),1353599:6,,,,,
I started out with a Bombay beer which was big enough for two.,1357554:0,['Bombay beer'],"[[21, 32]]",,,
For dinner I had the chicken tikka-masala and some garlic naan.,1357554:1,,,,,
MMmmm... it was delicious.,1357554:2,[],[],,,
"Service was slow, but the people were friendly.",1357554:3,"['Service', 'people']","[[0, 7], [26, 32]]",,,
It's a nice place to relax and have conversation.,1357554:4,['place'],"[[12, 17]]",,,
I can't wait to go back.,1357554:5,[],[],,,
We have lived in Chelsea for two years and have never noticed this restaurant.,1367358:0,,,,,
The food is authentic Italian - delicious!,1367358:1,['food'],"[[4, 8]]",,,
"Pizza is terrific, as is homemade pasta.",1367358:2,"['Pizza', 'homemade pasta']","[[0, 5], [25, 39]]",,,
"Ambience is delightful, service impeccable.",1367358:3,"['Ambience', 'service']","[[0, 8], [24, 31]]",,,
I'm still mad that i had to pay for lousy food.,1380450:0,['food'],"[[42, 46]]",,,
The hanger steak was like rubber and the tuna was flavorless not to mention it tasted like it had just been thawed.,1380450:1,"['hanger steak', 'tuna']","[[4, 16], [41, 45]]",,,
Service was also horrible and the ambience is not that great.,1380450:2,"['Service', 'ambience']","[[0, 7], [34, 42]]",,,
DO not try unless you're just going there to hang out like the rest of the hipsters who apparently have no sense of taste.,1380450:3,[],[],,,
I go and eat out at many different restaurants and this is one place you have go and try.,1387314:0,['place'],"[[63, 68]]",,,
This is my first time writing a review for a restaurant because the food and service was excellent.,1387314:1,"['food', 'service']","[[68, 72], [77, 84]]",,,
The filet mignon dish was superb!,1387314:2,['filet mignon dish'],"[[4, 21]]",,,
I would defiantly come back here again as one of my top choices.,1387314:3,[],[],,,
It's a small cute restaurant.,1387314:4,['restaurant'],"[[18, 28]]",,,
I absolutely love this place!!!,1390357:0,['place'],"[[23, 28]]",,,
"From the street it looks very hidden, and is actually an old warehouse.",1390357:1,,,,,
"I like the ambience, it's very dark and original.",1390357:2,['ambience'],"[[11, 19]]",,,
I came here for my friend's birthday and keep coming back ever since.,1390357:3,,,,,
The sushi is amazing!!! ,1390357:4,['sushi'],"[[4, 9]]",,,
And amazingly cheap.,1390357:5,[],[],,,
Big thumbs up!,1390357:6,[],[],,,
Very affordable and excellent ambient!,1394712:0,['ambient'],"[[30, 37]]",,,
We ordered some beef and noodle soup dishes from the Thai section of the menu but nothing we got was Thai.,1394712:1,['beef and noodle soup dishes'],"[[16, 43]]",,,
We were very disappointed.,1394712:2,[],[],,,
We won't go to this place again for a good meal.,1394712:3,['meal'],"[[43, 47]]",,,
"However, I think this place is a good hang out spot.",1394712:4,['place'],"[[22, 27]]",,,
"Next time, we wouldn't dare ordering anything else other than some simple Asian appetizers and drinks.",1394712:5,,,,,
My Girlfriend and I stumbled onto this hopping place the other night and had a great time!,1395421:0,['place'],"[[47, 52]]",,,
THe Pizza and wine were excellent-the service too--but what really MADE this place was the backyard dining area.,1395421:1,"['Pizza', 'wine', 'service', 'backyard dining area']","[[4, 9], [14, 18], [38, 45], [91, 111]]",,,
It is one the nicest outdoor restaurants I have ever seen in NY--I am from Italy and this place rivals the ones in my country.,1395421:2,[],[],,,
"They tell me they are going to cover the garden in glass for the winter, so i'm looking forward to going there on a snowy night to enjoy it.",1395421:3,[],[],,,
Check this place out!,1395421:4,['place'],"[[11, 16]]",,,
HIGHLY RECOMMENDED!!!!!,1395421:5,[],[],,,
"First of all, this place is *not* romantic, as claimed by Citysearch's editorial review.",1398844:0,['place'],"[[19, 24]]",,,
